name,sku,_type,visibility,_category,brands,description,specifications,resources,Main Image,2nd Image,3rd Image,4th Image,5th Image,options_1,options_2,options_3,price,short_description,weight,quantity
ResMed Mirage Activa™ Nasal CPAP Mask & Headgear,6010X,configurable,1,Mask & Headgear,ResMed,"<div id=""Overview"">
<div id=""quickfacts"">
<h2>Features</h2><ul><li>ActiveCell Technology allows more active sleep with fewer air leaks, and there is no need for tight CPAP headgear.</li><li>The CPAP cushion has an inflatable chamber that compensates for movement in any direction.</li><li>Convenient CPAP cushion clip snaps on and off for trouble-free mask cleaning.</li><li> ActiveCell CPAP cushion technology provides an excellent seal without tight headgear so you won&apos;t experience pressure sores and discomfort.</li><li>One Snap CPAP mask Elbow allows quick and easy removal of the air tube while the mask is still on.</li><li>Flexible forehead pads conform to the contour of your forehead for improved comfort and seal.</li><li>Adjustable forehead support with four position options optimizes CPAP cushion seal, decreases pressure on the bridge of the nose and increases stability and comfort.</li><li>Quick release CPAP headgear clips improve convenience.</li></ul>
</div>
For CPAP patients who are active sleepers, the ResMed Mirage Activa nasal CPAP mask has proven to be an excellent choice. This mask is also great for any CPAP or BiPAP users who have pressures higher than 12cm/H2O. The Mirage Activa Nasal CPAP Mask uses ActiveCell Technology to automatically adapt to the changing positions of active sleepers. It allows the mask frame to move independently of the cushion, which helps the CPAP cushion stay in place and maintain a seal during movement at night.<br><br>
The 4 point CPAP headgear and the quick release elbow makes this a perfect CPAP mask for those who frequently get up at night.  For proper fitting of this mask, tighten forehead headgear straps and leave lower headgear straps loose. After adjusting the headgear, the pressure from your machine will &quot;inflate&quot; the ActiveCell Technology  CPAP Mask cushion providing an excellent seal.<br><br>ResMed remains the leader in CPAP mask and CPAP interface development.  They always apply patient input to everyone of their CPAP Mask designs.<br><br>  
<b>Please choose a size option when ordering.  Sizes available are:</b>
<br>60102 - Shallow
<br>60100 - Standard
<br>60101 - Large
<p class=""clear"">
</p></div>","<div>
	
    <ul class=""typedisplay""><li class=""alt""><span class=""productpropertylabel"">HCPCS Reimbursement Code:</span><span class=""productpropertyvalue"">A7034, A7035</span></li><li class=""alt""><span class=""productpropertylabel"">Included In Box:</span><span class=""productpropertyvalue"">Nasal CPAP Mask, Headgear, Cushion</span></li><li><span class=""productpropertylabel"">Brand/Manufacturer:</span><span class=""productpropertyvalue"">ResMed</span></li><li class=""alt""><span class=""productpropertylabel"">Prescription Required:</span><span class=""productpropertyvalue"">Yes</span></li><li class=""alt""><span class=""productpropertylabel"">Cushion Type:</span><span class=""productpropertyvalue"">ActiveCell</span></li><li class=""alt""><span class=""productpropertylabel"">Multiple Sizes Included:</span><span class=""productpropertyvalue"">No</span></li></ul>

</div> <br/> <div>
                                    <p>CPAP Supply USA is authorized to sell and ship ResMed products to end-users residing in the United States and having a valid US physician&apos;s order/prescription.  No 3<sup>rd</sup> party or B2B transactions permitted.</p>
                
                                    <p>Some images supplied by ResMed and used with permision. &#xA9;2010 ResMed</p>
    
                                    <p>All services provided by CPAP Supply USA, including advertisement, ordering, sale, delivery, instruction, and setup of the products, are performed solely by CPAP Supply USA and independently of the manufacturer.</p>
                                </div>","<ul>
<li><a href=""/pdfs/mirage-activa-nm-brochure.pdf"" target=""_blank"">Product Brochure</a></li><br>
<li><a href=""/pdfs/Mirage_activa_fitting-template.pdf"" target=""_blank"">Sizing Guide</a></li>
<br>
<li><a href=""/pdfs/resmedactivafitting.pdf"" target=""_blank"">Fitting Guide</a></li><br>
<li><a href=""/pdfs/cleaningmiragemasks-usa.pdf"" target=""_blank"">Cleaning Guide</a></li>
<br>
<li><a href=""/pdfs/60840r1_mirage_activa_nasal_userguide_en.pdf"" target=""_blank"">User Instructions</a></li>
</ul>

<br><br>
<iframe title=""YouTube video player"" class=""youtube-player"" type=""text/html"" width=""640"" height=""390"" src=""http://www.youtube.com/embed/2DIbJhRZj8E"" frameborder=""0"" allowfullscreen></iframe>
<br><br>
<iframe title=""YouTube video player"" class=""youtube-player"" type=""text/html"" width=""640"" height=""390"" src=""http://www.youtube.com/embed/ODvxBwLh7B0"" frameborder=""0"" allowfullscreen></iframe>
<br><br>
<iframe title=""YouTube video player"" class=""youtube-player"" type=""text/html"" width=""640"" height=""390"" src=""http://www.youtube.com/embed/dmwmiXtl7Ts"" frameborder=""0"" allowfullscreen></iframe>",030529CC9CA93767E04E961FC4DC3B27FF10EC3C.jpg,177A506368627BAF5803B6BC2F8721BDBA150CAE.jpg,85A4A44B441BFC937F91EF1616C58970867A0438.jpg,,,,,,,,,999
ResMed Mirage Activa™ Nasal CPAP Mask & Headgear,60102,simple,0,,,,,,,,,,,60102 - Shallow,,,,,,999
ResMed Mirage Activa™ Nasal CPAP Mask & Headgear,60100,simple,0,,,,,,,,,,,60100 - Standard,,,,,,999
ResMed Mirage Activa™ Nasal CPAP Mask & Headgear,60101,simple,0,,,,,,,,,,,60101 - Large ,,,,,,999
ResMed Mirage™ SoftGel CPAP Mask & Headgear,6160x,configurable,1,Mask & Headgear,ResMed,"<div id=""Overview"">
<div id=""quickfacts"">
<h2>Features</h2>
<ul>
<li>A Convertable CPAP/BiPAP mask</li>
<li>An innovative array of tiny vents are designed to diffuse air quietly, providing a good night&apos;s sleep for you and your bed partner.</li>
<li>Rated as more comfortable and durable than other gel CPAP masks by 8 out of 10 users, according to ResMed market research.</li>
<li>This ResMed CPAP Mask has a double layer gel cushion that provides a secure comfortable CPAP seal.</li>
<li>Can be used with the ActiveCell or DoubleGel CPAP cushion.</li> 
</ul>
</div>
The Mirage SoftGel CPAP Nasal mask offers exceptional comfort with ResMed&apos;s renowned performance and quality. This is ResMed&apos;s first Gel CPAP Mask, built on the popular ResMed Activa LT CPAP frame! ResMed market studies show that 80 percent of patients prefer the SoftGel CPAP nasal mask in comfort and durability over other CPAP gel nasal masks.  The double-layer design provides an innovative solution to the most common problems that CPAP users face.  The clear gel provides the comfort and seal quality that you&apos;re used to from other ResMed nasal CPAP masks, while the blue gel layer provides a layer of stability, comfort and support.  The ResMed MicroFit Dial and adjustable CPAP headgear straps allow you to further customize your fit, providing a new level of CPAP Therapy comfort.   
<br><br> 
The ResMed SoftGel CPAP mask offers the option of two nasal CPAP mask cushions. This ResMed CPAP mask can be used with the included DoubleGel CPAP cushion or the optional ActiveCell CPAP cushion found on the ResMed Mirage Activa LT. This gives you the option to convert between ResMed&apos;s ActiveCell Air-Seal CPAP Cushion or the DoubleGel Gel CPAP Cushion on one frame.
<br><br>
The Mirage SoftGel CPAP Mask is excellent for both CPAP and BiPAP therapy, and can be used for multiple therapy pressures.
<br><br>
<b>Please choose a size option when ordering.  Sizes available are:</b><br>
61600 - Small<br>
61601 - Medium<br>
61602 - Large<br>
61603 - Large Wide<br>



<p class=""clear"">
</p></div>","<div>
	
    <ul class=""typedisplay""><li class=""alt""><span class=""productpropertylabel"">HCPCS Reimbursement Code:</span><span class=""productpropertyvalue"">A7034, A7035</span></li><li class=""alt""><span class=""productpropertylabel"">Included In Box:</span><span class=""productpropertyvalue"">Nasal CPAP mask, softgel nasal cushion, mask headgear, travel bag, and user instructions</span></li><li><span class=""productpropertylabel"">Brand/Manufacturer:</span><span class=""productpropertyvalue"">ResMed</span></li><li class=""alt""><span class=""productpropertylabel"">Prescription Required:</span><span class=""productpropertyvalue"">Yes</span></li><li class=""alt""><span class=""productpropertylabel"">Cushion Type:</span><span class=""productpropertyvalue"">Gel</span></li><li class=""alt""><span class=""productpropertylabel"">Multiple Sizes Included:</span><span class=""productpropertyvalue"">No</span></li></ul>

</div> <br/> <div>
                                    <p>CPAP Supply USA is authorized to sell and ship ResMed products to end-users residing in the United States and having a valid US physician&apos;s order/prescription.  No 3<sup>rd</sup> party or B2B transactions permitted.</p>
                
                                    <p>Some images supplied by ResMed and used with permision. &#xA9;2010 ResMed</p>
    
                                    <p>All services provided by CPAP Supply USA, including advertisement, ordering, sale, delivery, instruction, and setup of the products, are performed solely by CPAP Supply USA and independently of the manufacturer.</p>
                                </div>","<ul>
<li>
<a href=""/pdfs/6160x-resmed-mirage-soft-gel-brochure.pdf"" target=""_blank"">Product Brochure</a>
</li>
<li>
<a href=""/pdfs/6160x-resmed-mirage-soft-gel-fitting.pdf"" target=""_blank"">Fitting Guide</a>
</li>
</ul>
<br><br>
<object style=""height: 390px; width: 640px""><param name=""movie"" value=""http://www.youtube.com/v/X9DUQYAR4ys?version=3""><param name=""allowFullScreen"" value=""true""><param name=""allowScriptAccess"" value=""always""><embed src=""http://www.youtube.com/v/X9DUQYAR4ys?version=3"" type=""application/x-shockwave-flash"" allowfullscreen=""true"" allowscriptaccess=""always"" width=""640"" height=""390""></object>",32A5101A0FEF22D7D1EB9F2CA92A82E3419E0338.jpg,DFE273DC706D69FF472B9C03F791A21BE9E4334F.jpg,1819B416BF1B3B66931BAA841DB7D5058AFAAECA.jpg,,,,,,,,,999
ResMed Mirage™ SoftGel CPAP Mask & Headgear,61600,simple,0,,,,,,,,,,,61600 - Small,,,,,,999
ResMed Mirage™ SoftGel CPAP Mask & Headgear,61601,simple,0,,,,,,,,,,,61601 - Medium,,,,,,999
ResMed Mirage™ SoftGel CPAP Mask & Headgear,61602,simple,0,,,,,,,,,,,61602 - Large,,,,,,999
ResMed Mirage™ SoftGel CPAP Mask & Headgear,61603,simple,0,,,,,,,,,,,61603 - Large Wide,,,,,,999
ResMed Quattro™ FX Full Face CPAP Mask & Headgear,6170x,configurable,1,Mask & Headgear,ResMed,"<div id=""Overview"">
<div id=""quickfacts"">
<h2>Features</h2>
<ul>
<li>Clear line of sight - The smaller frame design allows the user to see well, without the normal obstruction in a full face design. The smaller style also makes side-sleeping more comfortable.</li>
<li>Built-in vent design - The proven ResMed vent design disperses air quietly and gently.</li>
<li>Flexible and durable mask frame - The Quattro FX has a sturdy enough design to remain stabilized on the face, but it is flexible enough to accommodate the user&apos;s movements during sleep.</li>
<li>360-degree elbow rotation - Allows ease of tubing positioning; avoid bothersome tubing snags or pulls while sleeping.</li>
<li>New, improved tension-reducing headgear design - Resolve pressure point pain with this new design by ResMed.</li>
<li>Dual-wall spring air cushion - A soft silicone cushion with two layers that inflates like a balloon to provide a comfortable and flexible seal around any face shape.</li>
<li>Set-and-forget headgear clips - Easy to release headgear clips on both sides of the mask ensure that mask removal is easy and adjustment-free.</li>
</ul>
</div>
Just when we thought ResMed couldn&apos;t outdo their very popular Mirage Quattro, they surprised us with the debut of the ResMed Quattro FX Full Face CPAP Mask. This ResMed full face CPAP mask builds on the proven platform of the original Mirage Quattro, adding new features to deliver an even more comfortable and lightweight full face CPAP mask solution.<br><br>
The ResMed Quattro FX allows full face CPAP mask users something most masks cannot - a clear field of vision. It&apos;s lightweight and unobtrusive design means not only is the mask more comfortable to sleep in, it&apos;s also easier fit, easier to clean, and easier to wear. <br><br>
Many CPAP users find the adjustment to a full face mask to be a bit more difficult due to the larger size of the mask and the area it covers on the face; the ResMed Quattro FX lessens the anxiety that can come with wearing a full face mask. The minimal weight of the mask combined with the comfort design proven in ResMed masks and cushions means that problems associated with claustrophobia, tearing masks off while sleeping, non-compliance, and more can be relieved.<br><br>
The ResMed Quattro FX Full Face CPAP mask has a built in quick release to allow CPAP users to get up during the night, without having to remove their CPAP mask, as well as having easy to release headgear clips that allow the mask to be removed quickly and without having to worry about readjusting headgear. <br><br>
This CPAP mask is excellent for mouth breathers, and can be used with CPAP and BiPAP therapy at any pressure setting. Replacement cushions are available for longevity of your ResMed Quattro FX CPAP Full Face mask.<br><br>

<b>Please choose a size when ordering. Sizes available are:</b><br>
61700 &#x2013; Small<br>
61701 &#x2013; Medium<br>
61702 - Large<br>
<p class=""clear"">
</p></div>","<div>
	
    <ul class=""typedisplay""><li class=""alt""><span class=""productpropertylabel"">HCPCS Reimbursement Code:</span><span class=""productpropertyvalue"">A7030, A7035</span></li><li class=""alt""><span class=""productpropertylabel"">Included In Box:</span><span class=""productpropertyvalue"">CPAP Mask, Headgear, Instructions booklet, carrying bag</span></li><li><span class=""productpropertylabel"">Brand/Manufacturer:</span><span class=""productpropertyvalue"">ResMed</span></li><li class=""alt""><span class=""productpropertylabel"">Prescription Required:</span><span class=""productpropertyvalue"">Yes</span></li><li class=""alt""><span class=""productpropertylabel"">Cushion Type:</span><span class=""productpropertyvalue"">Silicone</span></li><li class=""alt""><span class=""productpropertylabel"">Multiple Sizes Included:</span><span class=""productpropertyvalue"">No</span></li></ul>

</div> <br/> <div>
                                    <p>CPAP Supply USA is authorized to sell and ship ResMed products to end-users residing in the United States and having a valid US physician&apos;s order/prescription.  No 3<sup>rd</sup> party or B2B transactions permitted.</p>
                
                                    <p>Some images supplied by ResMed and used with permision. &#xA9;2010 ResMed</p>
    
                                    <p>All services provided by CPAP Supply USA, including advertisement, ordering, sale, delivery, instruction, and setup of the products, are performed solely by CPAP Supply USA and independently of the manufacturer.</p>
                                </div>","<ul>
<li>
<a href=""/pdfs/quattro-fx-brochure.pdf"" target=""_blank"">Product Brochure</a></li><br>
<li><a href=""/PDFs/618179_quattro-fx--quattro-fx-for-her_user-guide_amer_eng%20(1).pdf"" target=""_blank"">User Guide</a></li><br>
<li><a href=""/PDFs/1013934_quattro-fx_fitting-guide_glo_eng.pdf"" target=""_blank"">Fitting Guide</a><br>
</li>

</ul>
<br><br><br><br>
<iframe title=""YouTube video player"" class=""youtube-player"" type=""text/html"" width=""640"" height=""390"" src=""http://www.youtube.com/embed/GvfNUkKDqL8"" frameborder=""0"" allowfullscreen></iframe>
<br><br>

<iframe title=""YouTube video player"" class=""youtube-player"" type=""text/html"" width=""640"" height=""390"" src=""http://www.youtube.com/embed/I-I3ph-XUOQ"" frameborder=""0"" allowfullscreen></iframe>
<br><br>
<iframe title=""YouTube video player"" class=""youtube-player"" type=""text/html"" width=""640"" height=""390"" src=""http://www.youtube.com/embed/fLFK_iYMsdc"" frameborder=""0"" allowfullscreen></iframe>
<br><br>

<iframe title=""YouTube video player"" class=""youtube-player"" type=""text/html"" width=""640"" height=""390"" src=""http://www.youtube.com/embed/H_0zFR_FVPE"" frameborder=""0"" allowfullscreen></iframe>
<br><br>

<iframe title=""YouTube video player"" class=""youtube-player"" type=""text/html"" width=""640"" height=""390"" src=""http://www.youtube.com/embed/j8e_cRXk1A4"" frameborder=""0"" allowfullscreen></iframe>
<br><br>",F571B908A554E703EDB0D7547AEF7A43A90C2789.jpg,8AD82ACB85C6B517140E2F99358FCB6E7066BB85.jpg,74FBC1247E0A4588FA95F54338B746F49ED8A4B9.jpg,,,,,,,,,999
ResMed Quattro™ FX Full Face CPAP Mask & Headgear,61700,simple,0,,,,,,,,,,,61700 - Small,,,,,,999
ResMed Quattro™ FX Full Face CPAP Mask & Headgear,61701,simple,0,,,,,,,,,,,61701 - Medium,,,,,,999
ResMed Quattro™ FX Full Face CPAP Mask & Headgear,61702,simple,0,,,,,,,,,,,61702 - Large,,,,,,999
ResMed Mirage Vista™ Nasal CPAP Mask & Headgear,6000X,configurable,1,Mask & Headgear,ResMed,"<div id=""Overview"">
<div id=""quickfacts"">
<h2>Features</h2>
<ul>
<li>One Snap Elbow allows the mask to remain in place while detaching tubing</li>
<li>Elbow has 360 degrees of available motion to minimize leak and CPAP headgear tension</li>
<li>Quick release CPAP headgear clips</li>
<li>Breath-O-Prene CPAP headgear draws moisture away from skin and allows air to circulate</li>
<li>No forehead support needed</li>
<li>Perfect for claustrophobic patients</li>
<li>Can be used with eye glasses</li>
<li>Can be used with standard and larger nasal features</li>
<li>Latex free CPAP mask cushion</li>
</ul>
</div>
The Resmed Mirage Vista CPAP nasal mask adds to the already popular line of Mirage products.  The CPAP nasal mask is designed to be unobtrusive to the eyes and allow patients to continue in a normal sleep routine before falling asleep.  Perfect for those who wear eye glasses, or like to watch TV or read before sleeping.  The headgear snaps into place on the CPAP nasal interface, which allows for no readjustment from night to night.<br><br>
This CPAP mask can be used with both BiPAP and CPAP therapy with pressures of 4 to 20 cmH2O.  Replacement parts are available in sizes standard and deep for extended life of the ResMed Vista CPAP nasal mask. Please refer to the nasal sizing guide to be sure you receive the best fit possible.
<br><br>
<b>Please select a size when ordering.  Sizes available are:<br></b>
60000 - Standard<br>
60001 - Deep
<p class=""clear"">
</p></div>","<div>
	
    <ul class=""typedisplay""><li class=""alt""><span class=""productpropertylabel"">HCPCS Reimbursement Code:</span><span class=""productpropertyvalue"">A7034, A7035</span></li><li class=""alt""><span class=""productpropertylabel"">Included In Box:</span><span class=""productpropertyvalue"">Nasal CPAP mask, headgear, cushion, and user manual</span></li><li><span class=""productpropertylabel"">Brand/Manufacturer:</span><span class=""productpropertyvalue"">ResMed</span></li><li class=""alt""><span class=""productpropertylabel"">Prescription Required:</span><span class=""productpropertyvalue"">Yes</span></li><li class=""alt""><span class=""productpropertylabel"">Cushion Type:</span><span class=""productpropertyvalue"">Silicone</span></li><li class=""alt""><span class=""productpropertylabel"">Multiple Sizes Included:</span><span class=""productpropertyvalue"">No</span></li></ul>

</div> <br/> <div>
                                    <p>CPAP Supply USA is authorized to sell and ship ResMed products to end-users residing in the United States and having a valid US physician&apos;s order/prescription.  No 3<sup>rd</sup> party or B2B transactions permitted.</p>
                
                                    <p>Some images supplied by ResMed and used with permision. &#xA9;2010 ResMed</p>
    
                                    <p>All services provided by CPAP Supply USA, including advertisement, ordering, sale, delivery, instruction, and setup of the products, are performed solely by CPAP Supply USA and independently of the manufacturer.</p>
                                </div>","<a href=""/pdfs/mirage-vista-brochure.pdf"" target=""_blank"">Product Brochure</a>
<br><br>
<a href=""/pdfs/mirage-vista-fitting-template.pdf"" target=""_blank"">Sizing Guide</a>
<br><br>
<a href=""/pdfs/resmedvistafitting.pdf"" target=""_blank"">Fitting Guide</a>",E8F204B2B4956778943B4FDCE553D1CB1783B536.jpg,E19E21CE610BBE7BE640D9A6ED43CB6CA1467255.jpg,3F0280D129C97B3E623E1A68CAB54BEEABE3C8F5.jpg,,,,,,,,,999
ResMed Mirage Vista™ Nasal CPAP Mask & Headgear,60000,simple,0,,,,,,,,,,,60000 - Standard,,,,,,999
ResMed Mirage Vista™ Nasal CPAP Mask & Headgear,60001,simple,0,,,,,,,,,,,60001 - Deep,,,,,,999
ResMed Mirage Micro™ Nasal CPAP Mask & Headgear,1633x,configurable,1,Mask & Headgear,ResMed,"<div id=""Overview"">
<div id=""quickfacts"">
<h2>Features</h2>
<ul><li>MicroFit CPAP mask forehead dial suits each CPAP user&apos;s profile.</li><li>Mirage dual-wall CPAP cushion is available in five sizes, including small size, to fit more CPAP users.</li><li>Deep CPAP mask frame design accommodates a greater range of nasal features.</li><li>Slender design for improved field of vision during CPAP therapy.</li><li>Vent design quietly disperses air away from patient.</li>
<li>MicroFit dial is easily adjusted with one hand, even while lying down, reducing pressure on the bridge of the nose.</li><li>Fewer mask parts for easy cleaning and assembly.</li><li>Comprehensive user support package includes travel bag and user guide with mask fitting and care instructions.</li></ul>
</div>
The ResMed Mirage Micro&#x2122; is the latest generation of nasal CPAP masks. The ResMed Mirage Micro nasal CPAP mask provides a personalized fit, seal and comfort for more CPAP and BiPAP users than the original ResMed Ultra Mirage CPAP Mask. Working with the proven Mirage dual-wall, latex free CPAP cushion and the unique MicroFit  CPAP mask forehead dial, suits most individual CPAP users. Intuitive to use, the ResMed Mirage Micro CPAP mask is the benchmark in CPAP nasal masks.<br><br>
With multiple replacement parts this mask can be used for a longer period of time than most other CPAP masks on the market today.  The quality provided by ResMed in the Mirage Micro CPAP mask ensures patient comfort, longevity and better patient compliance.  This CPAP mask is easy to maintain and clean, taking only about 10 minutes per week.  ResMeds&apos; continuous redesign of their nasal CPAP mask systems ensures you get an optimum fit and a better nights sleep.
<br><br>
<b>Please choose a size when ordering.  Sizes available are:</b>
<br><br>
16333 - Small<br>
16334 - Medium and Large<br>
16335 - Large Wide and Extra Large
<p class=""clear"">
</p></div>","<div>
	
    <ul class=""typedisplay""><li class=""alt""><span class=""productpropertylabel"">HCPCS Reimbursement Code:</span><span class=""productpropertyvalue"">A7034, A7035</span></li><li class=""alt""><span class=""productpropertylabel"">Included In Box:</span><span class=""productpropertyvalue"">Nasal CPAP mask, headgear, and user instructions</span></li><li><span class=""productpropertylabel"">Brand/Manufacturer:</span><span class=""productpropertyvalue"">ResMed</span></li><li class=""alt""><span class=""productpropertylabel"">Prescription Required:</span><span class=""productpropertyvalue"">Yes</span></li><li class=""alt""><span class=""productpropertylabel"">Cushion Type:</span><span class=""productpropertyvalue"">Silicone</span></li><li class=""alt""><span class=""productpropertylabel"">Multiple Sizes Included:</span><span class=""productpropertyvalue"">Yes</span></li></ul>

</div> <br/> <div>
                                    <p>CPAP Supply USA is authorized to sell and ship ResMed products to end-users residing in the United States and having a valid US physician&apos;s order/prescription.  No 3<sup>rd</sup> party or B2B transactions permitted.</p>
                
                                    <p>Some images supplied by ResMed and used with permision. &#xA9;2010 ResMed</p>
    
                                    <p>All services provided by CPAP Supply USA, including advertisement, ordering, sale, delivery, instruction, and setup of the products, are performed solely by CPAP Supply USA and independently of the manufacturer.</p>
                                </div>","<ul>
<li><a href=""/pdfs/mirage-micro__fitting-template.pdf"" target=""_blank"">Sizing Guide</a></li>
<br>
<li><a href=""/pdfs/1012294-mirage-micro-brochure.pdf"" target=""_blank"">Product Brochure</a></li>
<br>
<li><a href=""/pdfs/1012213-mirage-micro-quick-fitting-guide.pdf"" target=""_blank"">Fitting Guide</a></li>
<br>
<li><a href=""/pdfs/cleaningmiragemasks-usa.pdf"" target=""_blank"">Cleaning Guide</a></li>
<br>
<li><a href=""/pdfs/1012219-mirage-micro-fact-sheet.pdf"" target=""_blank"">Fact Sheet</a></li>
</ul>
<br><br>

<iframe title=""YouTube video player"" class=""youtube-player"" type=""text/html"" width=""640"" height=""390"" src=""http://www.youtube.com/embed/V56vaFm8igQ"" frameborder=""0"" allowfullscreen></iframe>
<br><br>
<iframe title=""YouTube video player"" class=""youtube-player"" type=""text/html"" width=""640"" height=""390"" src=""http://www.youtube.com/embed/mWGshb-EQe0"" frameborder=""0"" allowfullscreen></iframe>
<br><br>
<iframe title=""YouTube video player"" class=""youtube-player"" type=""text/html"" width=""640"" height=""390"" src=""http://www.youtube.com/embed/iK-MVBKFue4"" frameborder=""0"" allowfullscreen></iframe>",A71980CD7C55BC506C36962BC885A52D307B81D0.jpg,650C137262604DC378A479F0CE6D233F1DB4EDD6.jpg,899589965D61B0CA60C2DA4708DACEF076CE3250.jpg,,,,,,,,,999
ResMed Mirage Micro™ Nasal CPAP Mask & Headgear,16333,simple,0,,,,,,,,,,,16333 - Small,,,,,,999
ResMed Mirage Micro™ Nasal CPAP Mask & Headgear,16334,simple,0,,,,,,,,,,,16334 - Medium and Large,,,,,,999
ResMed Mirage Micro™ Nasal CPAP Mask & Headgear,16335,simple,0,,,,,,,,,,,16335 - Large Wide and Extra Large,,,,,,999
ResMed Ultra Mirage™ II CPAP Mask & Headgear,1654X,configurable,1,Mask & Headgear,ResMed,"<div id=""Overview"">
<div id=""quickfacts"">
<h2>Features</h2>
<ul><li>Two-layer nasal cushion provides optimal comfort, excellent stability, and minimizes pressure on the bridge of your nose.</li> <li>Headgear release clips allow easy removal of mask and eliminates the need for regular readjustment.</li> <li>Forehead support provides excellent fit and stability, and can be easily adjusted while you&apos;re wearing the mask.</li> <li>Cushion clip ensures that the nasal cushion has maximum stability.</li> <li>Quick release swivel allows easy removal of the air tubing from the mask.</li> <li>Super quiet air vent minimizes noise and enables efficient carbon dioxide release.</li> <li>Vented air is channeled along the air tubing so that it doesn&apos;t disturb you or your partner.</li> <li>360 degree elbow rotation gives you control over air tubing orientation.</li> <li>Hypoallergenic Breath-O-Prene headgear maximizes comfort.</li></ul>
</div>
Millions of sleep apnea patients have benefited from the superior comfort and seal of ResMed&apos;s Ultra Mirage CPAP Nasal Mask.  Now there&apos;s an even better mask available - the Ultra Mirage II CPAP Nasal Mask.  The Ultra Mirage II combines the best features of the original mask as well as other popular ResMed masks, offering a unique combination of comfort, convenience, quietness, and effectiveness while providing the best possible seal without having to overly tighten the CPAP headgear.
<br><br>
New features on the Ultra Mirage II include improved forehead support with flexible pads that conform to the shape of your forehead for even more comfort and stability, an improved 4 point headgear with quick release clips and a 360 degree rotating elbow.  Multiple forehead adjustments make the Ultra Mirage II an ideal fit for most CPAP users.  The soft silicon cushion gives you an excellent seal around most facial features.  The durable silicone cushion can be easily replaced to ensure you receive maximum benefits from the Ultra Mirage II. <br><br>
This CPAP mask is an excellent choice for both BiPAP and CPAP users, and can be used with any CPAP manufactures machines.  For maximum comfort, quietness, with minimal leakage, the ResMed Ultra Mirage II is one of the most popular CPAP masks on the market today. <br><br>
<b>Please choose a size option when ordering.  Sizes available are:</b>
<br>16548 - Standard
<br>16549 - Large
<br>16550 - Shallow
<br>16577 - Shallow Wide
<p class=""clear"">
</p></div>","<div>
	
    <ul class=""typedisplay""><li class=""alt""><span class=""productpropertylabel"">HCPCS Reimbursement Code:</span><span class=""productpropertyvalue"">A7034, A7035</span></li><li class=""alt""><span class=""productpropertylabel"">Included In Box:</span><span class=""productpropertyvalue"">CPAP Mask, Headgear, Single Cushion</span></li><li><span class=""productpropertylabel"">Brand/Manufacturer:</span><span class=""productpropertyvalue"">ResMed</span></li><li class=""alt""><span class=""productpropertylabel"">Prescription Required:</span><span class=""productpropertyvalue"">Yes</span></li><li class=""alt""><span class=""productpropertylabel"">Cushion Type:</span><span class=""productpropertyvalue"">Silicone</span></li><li class=""alt""><span class=""productpropertylabel"">Multiple Sizes Included:</span><span class=""productpropertyvalue"">No</span></li></ul>

</div> <br/> <div>
                                    <p>CPAP Supply USA is authorized to sell and ship ResMed products to end-users residing in the United States and having a valid US physician&apos;s order/prescription.  No 3<sup>rd</sup> party or B2B transactions permitted.</p>
                
                                    <p>Some images supplied by ResMed and used with permision. &#xA9;2010 ResMed</p>
    
                                    <p>All services provided by CPAP Supply USA, including advertisement, ordering, sale, delivery, instruction, and setup of the products, are performed solely by CPAP Supply USA and independently of the manufacturer.</p>
                                </div>","<a href=""/pdfs/ultra-mirage-brochure.pdf"" target=""_blank"">Product Brochure</a>
<br><br>
<a href=""/pdfs/ultra-mirage-ii_fitting-template.pdf"" target=""_blank"">Sizing Guide</a>
<br><br>
<a href=""/pdfs/ultra-mirage-fitting.pdf"" target=""_blank"">Fitting Guide</a>",9C01E1359D0A344BD5B08C7B4D1073E197BAFA07.jpg,34DD8A4B35F9091339CA3F2653799B7C02EEC943.jpg,0901C0BCACAB0B1AF67CD102AB25E2069B3A4ABE.jpg,,,,,,,,,999
ResMed Ultra Mirage™ II CPAP Mask & Headgear,16548,simple,0,,,,,,,,,,,16548 - Standard,,,,,,999
ResMed Ultra Mirage™ II CPAP Mask & Headgear,16549,simple,0,,,,,,,,,,,16549 - Large,,,,,,999
ResMed Ultra Mirage™ II CPAP Mask & Headgear,16550,simple,0,,,,,,,,,,,16550 - Shallow,,,,,,999
ResMed Ultra Mirage™ II CPAP Mask & Headgear,16577,simple,0,,,,,,,,,,,16577 - Shallow Wide,,,,,,999
